"Sozialgerichtsbarkeit","Gemeinsames Portal der Sozialgerichtsbarkeiten in der Bundesrepublik Deutschland<br />","https://sozialgerichtsbarkeit.de/sgb/index.php","Frei","Rechtswissenschaften >> Verfahren, Entscheidungen, Urteile","","","",""
"NAKOS","Nationale Kontakt- und Informationsstelle zur Anregung und Unterstützung von Selbsthilfegruppen<br />","http://www.nakos.de/site/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","",""
"MDS - Medizinischer Dienst des Spitzenverbandes Bund der Krankenkassen e.V.","Der MDS berät den GKV-Spitzenverband und koordiniert die Medizinischen Dienste<br />","http://www.mds-ev.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Verbandsinformationssystem (VIS) des vdek","Im VIS finden sich vdek-Schreiben, Pressemeldungen, Ansprechpartner, Rundschreiben des GKV-Spitzenverbandes, Infos der Landesvertretungen.","http://vis.extra.vdek.com/","Frei","Kranken- und Pflegeversicherung","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"mamazone - Frauen und Forschung gegen Brustkrebs e.V.","<p class='MsoNormal'><span style='font-size: 9.0pt;'>mamazone e.V. bietet eine Plattform zur Information und Diskussion über neueste Studienergebnisse, alternative Möglichkeiten und persönliche Erfahrungen. mamazone e.V. ist regional und unparteiisch und steht kompetent und konsequent an der Seite von Frauen mit Brustkrebs.</span></p>","http://www.mamazone.de/","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","","",""
"Schulferien","Schulferien, Ferientermine, Ferien, Feiertage<br />","http://www.schulferien.org/","Frei","Allgemeine Suche >> Allgemeine Nachschlagewerke","","","",""
"HBZ-Werkzeugkasten","Linksammlung zu Zeitschriften- und Zeitungsdatenbanken, auch Links zu  <div class='smaller'>  <li>Abkürzungsverzeichnissen</li>  <li>deutscher u. internat. Presse</li>  <li>Pressearchiven</li>  <li>Zeitschriftenartikel</li>  <br />Zusammengestellt vom Hochschulbibliothekszentrum (HBZ) NRW.</div>","http://digilink.digibib.net/cgi-bin/links.pl?View=category&Sigel=HBZWK&Category=4877&SID=234398584ae60df4f704439bb2b3872f","Frei","Allgemeine Suche >> Wissenschaftliche Arbeit und Recherche","","","",""
"Sozialschutzsysteme – MISSOC ","System der EU zur gegenseitigen Information über den sozialen Schutz","http://ec.europa.eu/social/main.jsp?catId=815&langId=de","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Politik, Wirtschaft, Pädagogik, Psychologie >> Europa","","",""
"HKK","","http://www.hkk.de/startseite/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"Deutsche Gesetzliche Unfallversicherung","Spitzenverband der gewerblichen Berufsgenossenschaften und der Unfallversicherungsträger der öffentlichen Hand","http://www.dguv.de","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","","","",""
"Datenbank-Infosystem Fachgebiet: Medizin ","CD-Rom- und Online-Datenbanken-Suche der Universitätsbibliothek Regensburg<br />","http://rzblx10.uni-regensburg.de/dbinfo/dbliste.php?bib_id=alle&colors=3&ocolors=40&lett=f&gebiete=8","Frei","Medizin und Gesundheitswissenschaften >> Literatur, Datenbanken","","","",""
"ABDA-Bundesvereinigung Deutscher Apothekerverbände","Statistiken und Informationen der Bundesvereinigung Deutscher Apothekerverbände","http://www.abda.de/ABDA/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"Gelbe Seiten Branchenbuch","","http://www.gelbeseiten.de/","Frei","Allgemeine Suche >> Telefonbuch, Bankwesen","","","",""
"Insolvenzbekanntmachungen","<p>Bekanntmachungen der Insolvenzgerichte über Anträge auf Insolvenzverfahren</p>","https://www.insolvenzbekanntmachungen.de/","Frei","Rechtswissenschaften >> Verfahren, Entscheidungen, Urteile","","","",""
"Deutsche Sozialversicherung","Systematische Darstellung des Systems der Deutschen Sozialversicherung","http://www.deutsche-sozialversicherung.de/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","Kranken- und Pflegeversicherung","","",""
"MDK-Begutachtungen: Richtlinien und Grundlagen","<p>Die Grundlagen der MDK-Begutachtungen sind in Begutachtungsrichtlinien, Begutachtungsanleitungen, Begutachtungsleitfäden und weiteren Dokumenten geregelt. Diese Dokumente finden Sie hier sortiert nach Begutachtungsanlässen. Einige dieser Dokumente können Sie auch als Broschüre bestellen.</p>","https://www.mds-ev.de/richtlinien-publikationen/richtlinien-/-grundlagen-der-begutachtung/weitere-grundlagen-der-mdk-begutachtung.html","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","",""
"Gesundheitsmonitor","Mit Hilfe repräsentativen Befragungen dokumentiert und analysiert der Gesundheitsmonitor, wie die Bürger unser Gesundheitssystem erleben und bewerten.","http://www.gesundheitsmonitor.de/","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","",""
"Techniker Krankenkasse - TK","","http://www.tk.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"Bundesversicherungsamt","Rechtsaufsicht über die bundesunmittelbaren Träger der gesetzlichen Kranken-, Renten- und Unfallversicherung sowie die soziale Pflegeversicherung","http://www.bundesversicherungsamt.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"AOK-Bundesverband ","","http://www.aok-bv.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"REHADAT Portal","REHADAT ist ein umfangreiches Informationsangebot zu verschiedenen Aspekten der beruflichen Rehabilitation und Teilhabe von Menschen mit Behinderung, unter anderem mit einem Portal zur Hilfsmittelversorgung.","http://www.rehadat.info/de/","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"Online Mahnbescheid-Antrag","Eine Anwendung der deutschen Mahngerichte","https://www.online-mahnantrag.de/omahn/Mahnantrag?_ts=904727-1369655991740&Command=start","Frei","Rechtswissenschaften >> Gerichte","Rechtswissenschaften >> Portale, Suchhilfen","","",""
"Fahrplan Berlin-Brandenburg","VBB Online","http://www.vbb.de/de/index.html","Frei","Allgemeine Suche >> Verkehrsinfos","","","",""
"ICD-10-GM","<p>Die Internationale statistische Klassifikation der Krankheiten und verwandter Gesundheitsprobleme, 10. Revision, German Modification (ICD-10-GM) ist die amtliche Klassifikation zur Verschlüsselung von Diagnosen in der ambulanten und stationären Versorgung in Deutschland.</p>","https://www.dimdi.de/dynamic/de/klassifikationen/icd/icd-10-gm/index.html","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","","","",""
"BKK Dachverband","<html />","http://www.bkk.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"Wegweiser Demenz ","Infos zu Alzheimer und anderen Demenzformen. Der Wegweiser Demenz des Bundesfamilienministeriums informiert, verweist auf Hilfsangebote und vernetzt Betroffene, Angehörige und Fachkräfte, die mit Alzheimer und anderen Formen der Demenz zu tun haben.<br />","http://www.wegweiser-demenz.de/startseite.html","Frei","Medizin und Gesundheitswissenschaften >> Pflege, Gerontologie","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","",""
"MDK-Beratungsstellenverzeichnis ","<p><span style='font-size: small;'><span style='font-size: small;'><span style='font-size: xx-small;'>Suchseite für Beratungsstellen des Medizinischen Dienstes der Krankenversicherung. Nach PLZ oder Wohnort werden die Beratungsstellen mit ihren Zuständigkeiten aufgelistet.</span></span></span></p>","https://www.mdk.de/kranken-pflegekassen/beratungsstellenverzeichnis/","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"Arztsuche der KV","Über die Arztsuche können Sie auf die Suchdienste aller Regionen in Deutschland zugreifen.","http://www.kbv.de/html/arztsuche.php","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"GESTIS-Stoffdatenbank ","Die GESTIS-Stoffdatenbank enthält Informationen für den sicheren Umgang mit Gefahrstoffen und anderen chemischen Stoffen am Arbeitsplatz, wie z.B. die Wirkungen der Stoffe auf den Menschen, die erforderlichen Schutzmaßnahmen und die Maßnahmen im Gefahrenfall (inkl. Erste Hilfe). Darüber hinaus wird der Nutzer über wichtige physikalisch-chemische Daten der Stoffe sowie über spezielle gesetzliche und berufsgenossenschaftliche Regelungen zu den einzelnen Stoffen informiert. Es sind Informationen zu etwa 8000 Stoffen enthalten. Die Pflege der Daten erfolgt zeitnah nach Veröffentlichung im Vorschriften- und Regelwerk oder nach Vorliegen neuer wissenschaftlicher Erkenntnisse.","http://www.dguv.de/ifa/GESTIS/GESTIS-Stoffdatenbank/index.jsp","Frei","Medizin und Gesundheitswissenschaften","","","",""
"Gesundheitsdaten Deutschland","Umfassende Gesundheitsdaten zur in Deutschland lebenden Erwachsenbevölkerung. Ergebnisse der ersten Erhebungswelle der Studie zur Gesundheit Erwachsener in Deutschland (DEGS1).","http://www.degs-studie.de/deutsch/ergebnisse/degs1/degs1-basispublikation.html","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","","",""
"Computerhilfe","<p>Kostenlose Hilfe und Tipps bei Computer Problemen.<br />Haben Sie ein PC Problem? Wir helfen kostenlos bei Ihrem Computer-Problem und haben auch schon zahlreiche Tipps vorbereitet!</p>","http://www.computerhilfen.de/","Frei","Allgemeine Suche >> Informatik","","","",""
"Aktionsbündnis Patientensicherheit","<p>Das Aktionsbündnis Patientensicherheit e.V. (APS) engagiert sich für  eine sichere Gesundheitsversorgung in Deutschland. Vertreter aller  Gesundheitsberufe und -institutionen und Patientenorganisationen haben sich zu diesem Netzwerk  zusammengeschlossen. Das Aktionsbündnis veröffentlicht die Ergebnisse seiner Projektarbeit als Handlungsempfehlungen.</p>","http://www.aps-ev.de/index.php","Frei","Medizin und Gesundheitswissenschaften","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","",""
"08000 116 016  Hilfetelefon Gewalt gegen Frauen","Das<em> <em>Hilfetelefon Gewalt gegen Frauen</em></em> bietet Betroffenen die Möglichkeit, sich zu jeder Zeit anonym, kompetent und sicher beraten zu lassen","https://www.hilfetelefon.de/","Frei","Medizin und Gesundheitswissenschaften","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","",""
"Fahrplan Rhein-Main","RMV.DE","http://www.rmv.de/de/","Frei","Allgemeine Suche >> Verkehrsinfos","","","",""
"Reformdatenbank des  AOK-Bundesverbandes","Enthält wichtige Gesetzesbeschlüsse seit dem Gesundheitsreformgesetz (GRG) 1989.","http://aok-bv.de/hintergrund/reformdatenbank/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"Nationales Netzwerk Frauen und Gesundheit","<p class='MsoNormal'><span style='font-size: 9pt;'>Das Nationale Netzwerk Frauen und Gesundheit ist ein Zusammenschluss von Vertreterinnen aus Verbänden und Vereinigungen, die bundes- oder landesweit zum Thema Frauen/ Mädchen und Gesundheit/ Gesundheitsförderung arbeiten.</span></p>","http://www.nationales-netzwerk-frauengesundheit.de","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","","",""
"MDK - Medizinischer Dienst der Krankenversicherung","Aufgaben und Leistungen, Gliederung und Organisation des MDK","http://www.mdk.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Verwaltungsberufsgenossenschaft","","http://www.vbg.de/DE/0_Home/home_node.html","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","","","",""
"Familienwegweiser des Bundes","Themen: Förderung und Finanzen, Recht, Betreuung und Erziehung, Arbeitswelt, Gesundheit, Hilfe und Beratung. Mit Online-Rechner zum Ausrechnen von Elterngeld, Kinderzuschlag u.ä.","http://www.familien-wegweiser.de/","Frei","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","",""
"Deutsche Rentenversicherung","Die Deutsche Rentenversicherung ist europaweit der größte gesetzliche Rentenversicherer.","http://www.deutsche-rentenversicherung.de","Frei","Kranken- und Pflegeversicherung >> Andere Sozialversicherungsträger","","","",""
"Hanseatische Ersatzkasse - HEK","","http://www.hek.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"KKH","","http://www.kkh.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"SVLFG (Sozialversicherung Landwirtschaft, Forsten und Gartenbau)",".  <p>Die SVLFG ist seit 2013 Träger für die landwirtschaftliche Sozialversicherung und zuständig für die landwirtschaftliche Unfallversicherung, die Alterssicherung der Landwirte, die landwirtschaftliche Krankenversicherung und Pflegeversicherung</p>","http://www.svlfg.de/","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"Bundesärztekammer","Die Bundesärztekammer ist die Spitzenorganisation der ärztlichen Selbstverwaltung; sie vertritt die berufspolitischen Interessen der Ärztinnen und Ärzte in Deutschland - als Arbeitsgemeinschaft der 17 deutschen Ärztekammern.","http://www.bundesaerztekammer.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"LIVIO Suchportal für Medizin und Gesundheitswesen","Wissenschaftlich relevante Informationen zu Medizin, Gesundheitswesen u.a. werden zur kostenlosen Recherche zur     Verfügung gestellt. Nachgewiesene Medien können in vielen Fällen direkt online abgerufen oder über den ZB MED Dokumentlieferdienst bestellt werden. Bei Bestellungen 0340 Dokumentation einschalten!","https://www.livivo.de/app","Frei","Medizin und Gesundheitswissenschaften >> Literatur, Datenbanken","","","",""
"Gesundheit in der EU","Eine Dienstleistung des Europäischen Verbraucherzentrums Deutschland.","http://www.evz.de/de/verbraucherthemen/gesundheit/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Europa","Kranken- und Pflegeversicherung","","",""
"Infos für Alleinerziehende","Der Verband Alleinerziehender Mütter und Väter (VAMV) informiert.","https://www.vamv.de/allein-erziehen.html","Frei","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","","",""
"AWMF: Aktuelle Leitlinien","In diesem Bereich finden Sie die aktuellen und in Entwicklung befindlichen Leitlinien der Mitgliedsgesellschaften in der AWMF","http://www.awmf.org/leitlinien/aktuelle-leitlinien.html","Frei","Medizin und Gesundheitswissenschaften >> Leitlinien, Public Health, Versorgungsforschung","","","",""
"RSA Allianz – Allianz für ein faires Gesundheitssystem","<div class='wpb_text_column wpb_content_element '>  <div class='wpb_wrapper'><span>  <p>Die RSA-Allianz ist ein Bündnis aus 12 Krankenkassen. Ziel der Allianz ist eine verbesserte, faire Finanzierung des Gesundheitssystems.</p>  <p class='p1'>Dies soll erreicht werden durch die Weiterentwicklung des sogenannten morbiditätsorientierten Risikostrukturausgleiches (Morbi-RSA), dem wichtigsten Steuerungsinstrument im solidarisch geprägten Umverteilungssystem der gesetzlichen Krankenkassen (GKV-System).</p>  </span>  <p class='p1'> </p>  </div>  </div>","http://rsa-allianz.de/","Frei","Politik, Wirtschaft, Pädagogik, Psychologie >> Gesundheits- und Sozialpolitik","","","",""
"KZV Berlin","","http://www.kzv-berlin.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenzahnärztliche Vereinigungen","","","",""
"KZV Bayern","","http://www.kzvb.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenzahnärztliche Vereinigungen","","","",""
"KZV Baden-Württemberg","<html />","http://www.kzvbw.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenzahnärztliche Vereinigungen","","","",""
"Pschyrembel - Klinisches Wörterbuch","Pschyrembel Premium Online ist DIE Datenbank für medizinisches Fachwissen. Zahlreiche renommierte Herausgeber und Fachautoren und die Pschyrembel-Redaktion stehen für Zuverlässigkeit und Qualität der Inhalte.","https://www.pschyrembel.de/","Frei","Medizin und Gesundheitswissenschaften >> Nachschlagewerke","","","",""
"Bundeszahnärztekammer","Die BZÄK ist die Berufsvertretung aller deutschen Zahnärzte auf Bundesebene. Mitglieder der BZÄK sind die Zahnärztekammern der Bundesländer.Hier finden Sie wissenschaftlich fundierte Informationen zur oralen Gesundheit, Adressen aller Patientenberatungsstellen und nützliche Tipps rund um Ihre Mundgesundheit.","http://www.bzaek.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer","","","",""
"DBLP - Computer Science Bibliography","Die Datenbank enthält Literaturnachweise zur Informatik und wird seit  1994 von Michael Ley / Universität Trier aufgebaut. Sie ist aus den  Schwerpunkten Datenbanken und Logische Programmierung (DataBase systems  and Logic Programming) entstanden und gibt einen umfassenden Überblick  über die internationale Forschungsliteratur der Informatik. Es werden  vorrangig Artikel aus Zeitschriften und Serien und aus verfügbaren  Tagungsberichten von Konferenzen zur Informatik nachgewiesen. Browsing  nach Zeitschriften oder Konferenzen ist ein besonderes Merkmal der  Datenbank. Die Datenbank enthält darüber hinaus zahlreiche Links auf die  Homepages von Informatikern und Informatikerinnen.<br /> Nachgewiesene Literaturformen: Zeitschriftenaufsätze, Kongressberichte und andere.","http://dblp.uni-trier.de","Frei","Allgemeine Suche >> Informatik","","","",""
"Bundesanstalt für Finanzdienstleistungsaufsicht","Aufsichtsbehörde für Banken und Finanzdienstleister, Versicherer und den Wertpapierhandel","http://www.bafin.de/DE/Startseite/startseite_node.html","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Schwachstellen-Datenbank des NIST","Datenbank des National Institute of Standards and Technology/USA (NIST) für Schwachstellen in IT-Systemen","https://web.nvd.nist.gov/view/vuln/search","Frei","Allgemeine Suche >> Informatik","","","",""
"Justizportal des Bundes und der Länder","Das Bundesministerium der Justiz und die Landesjustizverwaltungen bieten ihre E-Justice-Dienste und Informationsangebote an, u.a. auch die Suche nach dem zuständigen Gericht nach Ort bzw. Postleitzahl","http://www.justiz.de/index.php","Frei","Rechtswissenschaften >> Portale, Suchhilfen","","","",""
"krankenkassen direkt","Infobörse zur Gesetzlichen KrankenVersicherung GKV - Vergleich gesetzliche Krankenkassen - Stellenmarkt - Gesundheitspolitik - Gesundheitsreform<br />","http://www.krankenkassen-direkt.de/index.pl?val=1369647722&mess=WILLKOMMEN_BEI_KKDIREKT","Frei","Kranken- und Pflegeversicherung >> Krankenkassen","","","",""
"MDS-Datenbanken","Zentraler Zugang zur <strong>Informationsdatenbank der MDK-Gemeinschaft</strong> (InfoMeD-KK) und zu NUB- und ZE-Gutachten, Gutachten zu Patientenschulung nach § 43 Abs. 1 Nr. 2 SGB V sowie SEG 4 -Kodierempfehlungen. Registrierung mit Namen, dienstlicher Mail-Adresse und Passwort erforderlich.","https://sso.mds-extranet.de/Account/Login?ReturnUrl=%2FOAuth%2FAuthorize%3Fclient_id%3DMDK%255CExtranet%26redirect_uri%3Dhttps%253A%252F%252Fwww.mds-extranet.de%252Flogin.aspx%26state%3DwH8tkCmMUw9glRpr3uM9Hw%26response_type%3Dcode","Lizenz","Medizin und Gesundheitswissenschaften >> Literatur, Datenbanken","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","",""
"juris - Das Rechtsportal","Rechtsprechung, Bundesrecht, Literaturnachweise, Europarecht, BGB-Kommentar und PraxisReporte. Recherche auch ohne Zugang möglich, Download über die Bibliothek möglich.","http://www.juris.de/jportal/nav/startseite/startseite.jsp","Lizenz","Rechtswissenschaften >> Portale, Suchhilfen","Rechtswissenschaften >> Gesetze und Rechtsvorschriften","Rechtswissenschaften >> Verfahren, Entscheidungen, Urteile","",""
"iRights.info","Urheberrecht und kreatives Schaffen in der digitalen Wel","http://irights.info/","Frei","Allgemeine Suche >> Informatik","Rechtswissenschaften >> Portale, Suchhilfen","","",""
"ICD-10-WHO","Onlinefassungen der Diagnosenklassifikation ICD-10-WHO","https://www.dimdi.de/dynamic/de/klassifikationen/icd/icd-10-who/index.html","Frei","Medizin und Gesundheitswissenschaften","","","",""
"TIB AV-Portal","qualitätsgeprüfte wissenschaftliche Videos aus Technik sowie Architektur, Chemie, Informatik, Mathematik und Physik suchen, zitieren und publizieren. Die Videos zeigen unter anderem Computervisualisierungen, Lernmaterialien, Simulationen, Experimente, Interviews, Vorlesungs- und Konferenzaufzeichnungen. Durch Einsatz einer automatischen Videoanalyse kann zielgenau im Videoinhalt gesucht werden.","https://av.tib.eu/","Frei","Allgemeine Suche >> Informatik","","","",""
"Hilfeportal Sexueller Missbrauch","Das Hilfeportal Sexueller Missbrauch informiert Betroffene, ihre Angehörigen und das soziale Umfeld sowie Fachkräfte rund um das Thema. Die bundesweite Datenbank zeigt, wo es in der eigenen Region Hilfsangebote gibt.<br />","http://www.hilfeportal-missbrauch.de/startseite.html","Frei","Medizin und Gesundheitswissenschaften","Hilfen für die Kundenberatung/Hotlines >> Lebensberatung","","",""
"Elektronische Gesundheitskarte ","<p>Infos des BMG zur Elektronischen Gesundheitskarte</p>","http://www.bmg.bund.de/themen/krankenversicherung/e-health-initiative-und-telemedizin/allgemeine-informationen-egk.html","Frei","Kranken- und Pflegeversicherung","Kranken- und Pflegeversicherung >> Datenaustausch","","",""
"Patientenverfügung und Betreuungsrecht","Broschüren und Vordrucke, u.a. zum Thema Patientenverfügung und Betreuungsrecht, auf des Seite des Bundesministeriums der Justiz und für Verbraucherschutz","http://www.bmjv.de/SiteGlobals/Forms/Suche/Publikationensuche_Formular.html","Frei","Hilfen für die Kundenberatung/Hotlines","","","",""
"Wissenschaftliches Arbeiten- ","Hinweise zum wissenschaftlichen Arbeiten","http://www.wissenschaftliches-arbeiten.org","Frei","Allgemeine Suche >> Wissenschaftliche Arbeit und Recherche","","","",""
"Initiative Gesundheit & Arbeit (iga)","In der Initiative Gesundheit und Arbeit (iga) werden gemeinsam von gesetzlicher Kranken- und Unfallversicherung präventive Maßnahmen des Arbeitsschutzes und der Gesundheitsförderung weiterentwickelt und erprobt.<br />","http://www.iga-info.de/","Frei","Kranken- und Pflegeversicherung >> Verbände, Gremien, Behörden","","","",""
"Hilfsmittelverzeichnis nach §139 SGB V","Hilfsmittelverzeichnis des GKV-Spitzenverbandes","https://hilfsmittel.gkv-spitzenverband.de/home.action","Frei","Kranken- und Pflegeversicherung","","","",""
"Kassenärztliche Bundesvereinigung","<div class='text'>Die Kassenärztliche Bundesvereinigung (KBV) ist die politische Interessenvertretung der Vertragsärzte und Vertragspsychotherapeuten auf Bundesebene. Als Einrichtung der ärztlichen Selbstverwaltung in der Gesetzlichen Krankenversicherung ist sie eine Körperschaft des öffentlichen Rechts.</div>","http://www.kbv.de/","Frei","Kranken- und Pflegeversicherung >> Leistungserbringer >> Kassenärztliche Vereinigungen","","","",""
"elexiko","Online-Wörterbuch zur deutschen Gegenwartssprache / Institut für Deutsche Sprache (IDS). Der Schwerpunkt des Online-Wörterbuchs <em>elexiko</em> liegt auf der Beschreibung von Bedeutung und Verwendung der Stichwörter, daneben gibt es auch Angaben zur Orthografie, zur Worttrennung sowie grammatische Informationen.","http://www.owid.de/wb/elexiko/start.html","Frei","Allgemeine Suche >> Wörterbücher","","","",""
"Duden Sprachwissen","<ul>  <li>Tipps und Hintergrundwissen zur deutschen Sprache</li>  <li>eine Übersicht über die amtlichen Regeln für die deutsche Rechtschreibung und Zeichensetzung. </li>  <li>Downloads mit Fachtexten zur deutschen Sprache,</li>  <li>brandaktuelle Szenesprache aus verschiedensten Bereichen</li>  </ul>","http://www.duden.de/sprachwissen","Frei","Allgemeine Suche >> Wörterbücher","","","",""
"Bundesanzeiger","<p>Im amtlichen Teil des Bundesanzeigers finden sich die elektronischen Veröffentlichungen von Rechtsverordnungen und Bekanntmachungen des Bundes. Im Teil <span style='font-size: medium;'><span style='font-size: xx-small;'><em>Verschiedene Bekanntmachungen</em> finden sich u.a. Ausschreibungen und Mitteilungen von </span></span>Krankenkassen.</p>","https://www.bundesanzeiger.de/ebanzwww/wexsservlet","Frei","Rechtswissenschaften >> Gesetze und Rechtsvorschriften","","","",""
